"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/26/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"11/26/2012","Dial91","DIAL91.COM 800-2199545 FL","10.50","debit","Home Phone","Rewards Card","",""
"11/26/2012","Baadshah","SQ *BAADSHAH RESTAURAN PARSIPPANY-TRNJ","18.14","debit","Restaurants","Rewards Card","",""
"11/26/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"11/26/2012","Abercrombie & Fitch","ABERCROMBIE & FITCH #0 ROCKAWAY NJ","10.80","debit","Clothing","Rewards Card","",""
"11/24/2012","Chipotle","CHIPOTLE 1810","10.50","debit","Restaurants","Rewards Card","",""
"11/24/2012","Delta","DELTA OF PARSIPPANY","38.09","debit","Gas & Fuel","Rewards Card","",""
"11/23/2012","Subway","SUBWAY 00314377","7.22","debit","Fast Food","Rewards Card","",""
"11/23/2012","Walgreens","WALGREENS #13466","11.48","debit","Pharmacy","Rewards Card","",""
"11/23/2012","Fox & Hound","FOX & HOUND","22.77","debit","Alcohol & Bars","Rewards Card","",""
"11/23/2012","Papa John's Pizza","PAPA JOHNS #3893.COM","15.46","debit","Fast Food","Rewards Card","",""
"11/21/2012","Cablevision","CABLEVISION #7876","59.90","debit","Internet","Rewards Card","",""
"11/20/2012","Chipotle","CHIPOTLE 1233","7.00","debit","Restaurants","Rewards Card","",""
"11/20/2012","Marshalls","MARSHALLS #0415","73.94","debit","Clothing","Rewards Card","",""
"11/19/2012","Subzi Mandi","SUBZI MANDI CASH & CAR","30.92","debit","Groceries","Rewards Card","",""
"11/19/2012","Subway","SUBWAY 00314377","8.83","debit","Fast Food","Rewards Card","",""
"11/19/2012","Movie City","MOVIE CITY 8","46.00","debit","Movies & DVDs","Rewards Card","",""
"11/19/2012","Prudential","BKOFAMERICA ATM 11/19 #000002123 WITHDRWL PRUDENTIAL PLAZA PARSIPPANY...","200.00","debit","Life Insurance","Kalpan Checking","",""
"11/17/2012","Stop & Shop","Expand transaction for Transaction date: 11/17/2012 STOP & SHOP #893","7.98","debit","Groceries","Rewards Card","",""
"11/17/2012","Stop & Shop","STOP & SHOP #893","7.98","debit","Groceries","Rewards Card","",""
"11/15/2012","Chipotle","Expand transaction for Transaction date: 11/15/2012 CHIPOTLE 1233","9.50","debit","Restaurants","Rewards Card","",""
"11/15/2012","Chipotle","CHIPOTLE 1233","9.50","debit","Restaurants","Rewards Card","",""
"11/15/2012","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:680022318128CTS INDN:BHATT,KALPAN...","2307.43","credit","Paycheck","Kalpan Checking","",""
"11/14/2012","Delta","Expand transaction for Transaction date: 11/14/2012 DELTA OF PARSIPPANY","22.32","debit","Gas & Fuel","Rewards Card","",""
"11/14/2012","Delta","DELTA OF PARSIPPANY","22.32","debit","Gas & Fuel","Rewards Card","",""
"11/12/2012","Chipotle","Expand transaction for Transaction date: 11/12/2012 CHIPOTLE 1233","8.50","debit","Restaurants","Rewards Card","",""
"11/12/2012","Papa John's Pizza","Expand transaction for Transaction date: 11/12/2012 PAPA JOHNS #3893.COM","15.46","debit","Fast Food","Rewards Card","",""
"11/12/2012","Chipotle","CHIPOTLE 1233","8.50","debit","Restaurants","Rewards Card","",""
"11/12/2012","Papa John's Pizza","PAPA JOHNS #3893.COM","15.46","debit","Fast Food","Rewards Card","",""
"11/09/2012","Chipotle","CHIPOTLE 1209","7.00","debit","Restaurants","Rewards Card","",""
"11/09/2012","Subway","SUBWAY 00314377","8.83","debit","Fast Food","Rewards Card","",""
"11/08/2012","Western Union","NJ TLR cash withdrawal from CHK 7360 Banking Ctr PRUDENTIAL PLAZA #0090049...","2100.00","debit","Transfer to INDIA","Kalpan Checking","",""
"11/08/2012","BOFA Checking","KEEPTHECHANGE CREDIT FROM ACCT7360 EFFECTIVE 11/07","0.40","credit","Transfer","Kalpan Savings","",""
"11/07/2012","Qdoba Mexican Grill","QDOBA #126 06801260","2.02","debit","Fast Food","Rewards Card","",""
"11/07/2012","Stop & Shop","STOP & SHOP #893","16.04","debit","Groceries","Rewards Card","",""
"11/07/2012","Qdoba Mexican Grill","QDOBA #126 06801260","6.41","debit","Fast Food","Rewards Card","",""
"11/07/2012","Subzi Mandi","SUBZI MANDI CASH & CAR","49.96","debit","Groceries","Rewards Card","",""
"11/07/2012","FirstEnergy","FIRSTENERGY OPCO DES:FE ECHECK ID:100099346684 INDN:Kalpan Bhatt CO...","7.59","debit","Utilities","Kalpan Checking","",""
"11/07/2012","C C Vending","CHECKCARD 1106 CC VENDING INC BRONX NY 24055232312400052491816","1.75","debit","Fast Food","Kalpan Checking","",""
"11/07/2012","C C Vending","CHECKCARD 1106 CC VENDING INC BRONX NY 24055232312400052491931","0.85","debit","Fast Food","Kalpan Checking","",""
"11/07/2012","BOFA Savings","KEEP THE CHANGE TRANSFER TO ACCT 2431 FOR 11/07/12","0.40","debit","Transfer","Kalpan Checking","",""
"11/06/2012","Wal-Mart","WAL-MART#5077","67.39","debit","Groceries","Rewards Card","",""
"11/06/2012","LA Fitness","LA FITNESS C_BANKTRANSACTION","42.79","debit","Gym","Rewards Card","",""
"11/06/2012","Intervale Gardens Rent","Check 103","970.00","debit","Mortgage & Rent","Kalpan Checking","",""
"11/05/2012","Chand Palace","CHAND PALACE","21.00","debit","Restaurants","Rewards Card","",""
"11/05/2012","Olive Garden","THE OLIVE GARD00014688","17.99","debit","Restaurants","Rewards Card","",""
"11/03/2012","Chipotle","CHIPOTLE 1810 C_BANKTRANSACTION","11.75","debit","Restaurants","Rewards Card","",""
"11/01/2012","BOFA Checking","PAYMENT","497.48","credit","Transfer","Rewards Card","",""
"11/01/2012","BOFA CreditCard","BANK OF AMERICA CREDIT CARD Bill Payment","497.48","debit","Transfer","Kalpan Checking","",""
"10/31/2012","Toyota","TOYOTA DES:Pay TFS ID:02-0562-LZ407 INDN:02-0562-LZ407 CO ID:9200602025...","186.00","debit","Auto Payment","Kalpan Checking","",""
"10/31/2012","Chand Palace","CHAND PALACE C_BANKTRANSACTION","44.09","debit","Restaurants","Rewards Card","",""
"10/31/2012","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:524040219718CTS INDN:BHATT,KALPAN...","2294.26","credit","Paycheck","Kalpan Checking","",""
"10/30/2012","Experian Freecreds","EXPERIAN *FREECREDS C_BANKTRANSACTION","3.24","debit","Legal","Rewards Card","",""
"10/29/2012","Chipotle","CHIPOTLE 1233 C_BANKTRANSACTION","9.00","debit","Restaurants","Rewards Card","",""
"10/27/2012","Subway","SUBWAY 00314377 C_BANKTRANSACTION","1.61","debit","Fast Food","Rewards Card","",""
"10/27/2012","Papa John's Pizza","PAPA JOHNS #3893.COM C_BANKTRANSACTION","15.46","debit","Fast Food","Rewards Card","",""
"10/26/2012","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"10/26/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"10/26/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"10/26/2012","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"10/26/2012","Trans","+ TRANS FROM 4313073066529950 289 C_BANKTRANSACTION","0.00","credit","Credit Card Payment","Rewards Card","",""
"10/25/2012","Verizon Wireless","VERIZON WRLS MYACCT VN C_BANKTRANSACTION","93.14","debit","Mobile Phone","Rewards Card","",""
"10/24/2012","Chipotle","CHIPOTLE 1233 C_BANKTRANSACTION","9.50","debit","Restaurants","Rewards Card","",""
"10/23/2012","Starbucks","STARBUCKS CORP00073833 C_BANKTRANSACTION","7.28","debit","Coffee Shops","Rewards Card","",""
"10/23/2012","Starbucks","NEWPORT CENTRE07021843 C_BANKTRANSACTION","6.00","debit","Coffee Shops","Rewards Card","",""
"10/22/2012","Wyndham Cafe","ARAMARK WYNDHAM WORLDW C_BANKTRANSACTION","5.94","debit","Snacks and Drinks","Rewards Card","",""
"10/22/2012","Wal-Mart","WAL-MART#5077 C_BANKTRANSACTION","39.99","debit","Groceries","Rewards Card","",""
"10/20/2012","Chipotle","CHIPOTLE 1233 C_BANKTRANSACTION","9.50","debit","Restaurants","Rewards Card","",""
"10/20/2012","Subway","SUBWAY 00314377 C_BANKTRANSACTION","7.22","debit","Fast Food","Rewards Card","",""
"10/17/2012","Chipotle","CHIPOTLE 1233","7.00","debit","Restaurants","Rewards Card","",""
"10/17/2012","Bp","PARSIPPANY BP","42.11","debit","Gas & Fuel","Rewards Card","",""
"10/16/2012","Papa John's Pizza","PAPA JOHNS #3893.COM","15.46","debit","Fast Food","Rewards Card","",""
"10/16/2012","Subway","SUBWAY 00258277","6.69","debit","Fast Food","Rewards Card","",""
"10/15/2012","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:787039581192CTS INDN:BHATT,KALPAN...","2294.25","credit","Paycheck","Kalpan Checking","",""
"10/13/2012","Chand Palace","CHAND PALACE","32.64","debit","Restaurants","Rewards Card","",""
"10/13/2012","Chipotle","CHIPOTLE 1233","9.50","debit","Restaurants","Rewards Card","",""
"10/12/2012","Subway","SUBWAY 00314377","7.22","debit","Fast Food","Rewards Card","",""
"10/10/2012","Subzi Mandi","SUBZI MANDI CASH & CAR","15.46","debit","Groceries","Rewards Card","",""
"10/10/2012","FirstEnergy","FIRSTENERGY OPCO DES:FE ECHECK ID:100099346684 INDN:Kalpan Bhatt CO...","33.76","debit","Utilities","Kalpan Checking","",""
"10/09/2012","Papa John's Pizza","PAPA JOHNS #3893.COM","15.46","debit","Fast Food","Rewards Card","",""
"10/09/2012","7-Eleven","7-ELEVEN 11451","11.61","debit","Fast Food","Rewards Card","",""
"10/09/2012","Chipotle","CHIPOTLE 1233","7.00","debit","Restaurants","Rewards Card","",""
"10/05/2012","Subway","SUBWAY 00314377","9.90","debit","Fast Food","Rewards Card","",""
"10/05/2012","Wyndham Cafe","ARAMARK WYNDHAM WORLDW","3.37","debit","Snacks and Drinks","Rewards Card","",""
"10/04/2012","LA Fitness","LA FITNESS","42.79","debit","Gym","Rewards Card","",""
"10/03/2012","Chipotle","CHIPOTLE 1233","7.00","debit","Restaurants","Rewards Card","",""
"10/03/2012","Delta","DELTA OF PARSIPPANY","42.39","debit","Gas & Fuel","Rewards Card","",""
"10/03/2012","Intervale Gardens Rent","Check 102","970.00","debit","Mortgage & Rent","Kalpan Checking","",""
"10/01/2012","Chipotle","CHIPOTLE 1233","7.00","debit","Restaurants","Rewards Card","",""
"9/30/2012","BOFA Checking","ONLINE PAYMENT FROM CH","4906.20","credit","Transfer","Rewards Card","",""
"9/30/2012","Chipotle","CHIPOTLE 1233","7.00","debit","Restaurants","Rewards Card","",""
"9/30/2012","Nilay Patel","Online Banking transfer from CHK 2235 Conf# 1402962674; PATEL, NILAYKUMAR","100.00","credit","Bill Monk","Kalpan Checking","",""
"9/30/2012","BOFA CreditCard","Online Banking payment to CRD 9950 Confirmation# 3004550757","4906.20","debit","Transfer","Kalpan Checking","",""
"9/29/2012","Experian Freecreds","EXPERIAN *FREECREDS","3.24","debit","Legal","Rewards Card","",""
"9/28/2012","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:605037796958CTS INDN:BHATT,KALPAN...","2294.28","credit","Paycheck","Kalpan Checking","",""
"9/27/2012","Chipotle","CHIPOTLE 1233","9.50","debit","Restaurants","Rewards Card","",""
"9/27/2012","Subway","SUBWAY 00314377","7.94","debit","Fast Food","Rewards Card","",""
"9/27/2012","Toyota","TOYOTA DES:Pay TFS ID:02-0562-LZ407 INDN:02-0562-LZ407 CO ID:9200602025...","186.00","debit","Auto Payment","Kalpan Checking","",""
"9/26/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"9/26/2012","Cablevision","CABLEVISION #7876 973-398-5757 NJ","29.95","debit","Internet","Rewards Card","",""
"9/26/2012","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"9/26/2012","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"9/26/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"9/25/2012","Papa John's Pizza","PAPA JOHNS #3893.COM 973-980-8815 NJ","15.46","debit","Fast Food","Rewards Card","",""
"9/25/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","7.00","debit","Restaurants","Rewards Card","",""
"9/24/2012","Verizon Wireless","VERIZON WRLS MYACCT VN 800-9220204 CA","93.14","debit","Mobile Phone","Rewards Card","",""
"9/24/2012","Newport - Movie Heroine","NEWPORT CENTRE07021843 JERSEY CITY NJ","11.00","debit","Fast Food","Rewards Card","",""
"9/24/2012","Rasoi","RASOI RESTAURANT JERSEY CITY NJ","27.00","debit","Restaurants","Rewards Card","",""
"9/22/2012","Subway","SUBWAY 00314377 MORRIS PLAINSNJ","6.49","debit","Fast Food","Rewards Card","",""
"9/22/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","7.00","debit","Restaurants","Rewards Card","",""
"9/21/2012","Laf","LAF-PARSIPPANY IRVINE CA","100.00","debit","Gym","Rewards Card","",""
"9/21/2012","BP","PARSIPPANY BP MORRIS PLAINSNJ","20.00","debit","Gas & Fuel","Rewards Card","",""
"9/20/2012","LA Fitness","LA FITNESS 949-255-8100 CA","100.00","debit","Gym","Rewards Card","",""
"9/19/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","9.50","debit","Restaurants","Rewards Card","",""
"9/18/2012","Harvard Continuing Edu","HARVARD CONTINUING EDU 617-4954293 MA","2000.00","credit","Reimbursement","Rewards Card","",""
"9/18/2012","Interest Earned","Interest Earned","0.01","credit","Interest Income","Kalpan Savings","",""
"9/17/2012","Wal-Mart","WAL-MART#5077 BOONTON NJ","35.61","debit","Shopping","Rewards Card","",""
"9/17/2012","MagicJack","MAGICJACK.COM PHONE 561-594-2140FL          09/15","20.91","debit","Electronics & Software","Kalpan Checking","",""
"9/14/2012","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:529039908077CTS INDN:BHATT,KALPAN...","2294.25","credit","Paycheck","Kalpan Checking","",""
"9/13/2012","General Nutrition Centers","GNC #08558 PARSIPPANY NJ","38.98","debit","Gym","Rewards Card","",""
"9/13/2012","Amazon.com","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","59.29","debit","Books","Rewards Card","",""
"9/13/2012","Subway","SUBWAY 00258277 PARSIPPANY NJ","5.35","debit","Fast Food","Rewards Card","",""
"9/12/2012","Patel Brothers","PATEL BROTHERS OF PARSIPPANY NJ","54.51","debit","Groceries","Rewards Card","",""
"9/11/2012","Papa John's Pizza","PAPA JOHNS #3893.COM 973-980-8815 NJ","13.46","debit","Fast Food","Rewards Card","",""
"9/11/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","9.50","debit","Restaurants","Rewards Card","",""
"9/10/2012","Chand Palace","CHAND PALACE PARSIPPANY NJ","24.28","debit","Restaurants","Rewards Card","",""
"9/07/2012","Patel Brothers","PATEL BROTHERS OF PARSIPPANY NJ","4.28","debit","Groceries","Rewards Card","",""
"9/06/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","9.50","debit","Restaurants","Rewards Card","",""
"9/06/2012","LA Fitness","LA FITNESS 949-255-8100 CA","100.00","debit","Gym","Rewards Card","",""
"9/06/2012","FirstEnergy","FIRSTENERGY OPCO DES:FE ECHECK ID:100099346684 INDN:Kalpan Bhatt CO...","52.11","debit","Utilities","Kalpan Checking","",""
"9/05/2012","Fedexoffice","FEDEXOFFICE 00008649 MORRIS PLAINSNJ","1.59","debit","Printing","Rewards Card","",""
"9/05/2012","BP","PARSIPPANY BP MORRIS PLAINSNJ","0.04","debit","Gas & Fuel","Rewards Card","",""
"9/05/2012","BP","PARSIPPANY BP MORRIS PLAINSNJ","38.08","debit","Gas & Fuel","Rewards Card","",""
"9/04/2012","Harvard Continuing Edu","HARVARD CONTINUING EDU 617-4954293 MA","2000.00","debit","Tuition","Rewards Card","Harvard Fees",""
"9/04/2012","Chand Palace","CHAND PALACE PARSIPPANY NJ","24.94","debit","Restaurants","Rewards Card","",""
"9/04/2012","LA Fitness","LA FITNESS 949-255-8100 CA","42.79","debit","Gym","Rewards Card","",""
"9/04/2012","Harvard Continuing Edu","HARVARD CONTINUING EDU 617-4954293 MA","4000.00","debit","Tuition","Rewards Card","Harvard Fees",""
"9/01/2012","Intervale Gardens Rent","Check 131","970.00","debit","Mortgage & Rent","Kalpan Checking","",""
"8/31/2012","Experian Freecreds Ca","EXPERIAN *FREECREDS 877-3002507 CA","9.71","credit","Reimbursement","Rewards Card","",""
"8/31/2012","BOFA Checking","ONLINE PAYMENT FROM CHK 7","5131.28","credit","Transfer","Rewards Card","",""
"8/31/2012","BOFA CreditCard","Online Banking payment to CRD 9950 Confirmation# 1843762662","5131.28","debit","Transfer","Kalpan Checking","",""
"8/31/2012","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:725039100049CTS INDN:BHATT,KALPAN...","2294.27","credit","Paycheck","Kalpan Checking","",""
"8/30/2012","Wal-Mart","WAL-MART#3598 CEDAR KNOLLS NJ","48.02","debit","Shopping","Rewards Card","","COMPUTER DESK"
"8/30/2012","Wal-Mart","WAL-MART#5077 BOONTON NJ","74.73","debit","Shopping","Rewards Card","","CHAIR"
"8/30/2012","Subway","SUBWAY 00314377 MORRIS PLAINSNJ","6.49","debit","Fast Food","Rewards Card","",""
"8/30/2012","Barclaycard Us Des","BARCLAYCARD US DES:CREDITCARD ID:155871074 INDN:KALPAN BHATT CO...","1700.00","debit","Credit Card Payment","Kalpan Checking","",""
"8/30/2012","BOFA Savings","Online Banking transfer from SAV 2431 Confirmation# 1737560102","3000.00","credit","Transfer","Kalpan Checking","",""
"8/30/2012","BOFA Checking","Online Banking transfer to CHK 7360 Confirmation# 1737560102","3000.00","debit","Transfer","Kalpan Savings","",""
"8/29/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","9.50","debit","Restaurants","Rewards Card","",""
"8/28/2012","Experian Freecreds Ca","EXPERIAN *FREECREDS 877-3002507 CA","12.95","debit","Financial Advisor","Rewards Card","",""
"8/27/2012","Papa John's Pizza","PAPA JOHNS #3893.COM 973-980-8815 NJ","15.46","debit","Fast Food","Rewards Card","",""
"8/27/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"8/27/2012","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"8/27/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"8/27/2012","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","0.00","credit","Hide from Budgets & Trends","Rewards Card","",""
"8/23/2012","LA Fitness","LA FITNESS 949-255-8100 CA","100.00","debit","Gym","Rewards Card","",""
"8/23/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","9.00","debit","Restaurants","Rewards Card","",""
"8/23/2012","Chipotle","CHIPOTLE 1233","9.00","debit","Restaurants","Rewards Card","",""
"8/23/2012","LA Fitness","LA FITNESS","100.00","debit","Gym","Rewards Card","",""
"8/22/2012","Cognizant Techno Des","COGNIZANT DES:PAYMENTS ID:625059 INDN:KALPAN BHATT CO ID:2133924155 PPD...","2294.54","credit","Reimbursement","Kalpan Checking","",""
"8/21/2012","BP","PARSIPPANY BP MORRIS PLAINSNJ","37.98","debit","Gas & Fuel","Rewards Card","",""
"8/21/2012","Bp","PARSIPPANY BP","37.98","debit","Gas & Fuel","Rewards Card","",""
"8/21/2012","Interest Earned","Interest Earned","0.10","credit","Interest Income","Kalpan Savings","",""
"8/20/2012","Njmvc Randolph Rand","NJMVC RANDOLPH RAND RANDOLPH NJ","11.00","debit","Legal","Rewards Card","",""
"8/20/2012","Wal-Mart","WAL-MART#3598 CEDAR KNOLLS NJ","40.41","debit","Shopping","Rewards Card","",""
"8/20/2012","Subway","SUBWAY 00314377 MORRIS PLAINSNJ","9.90","debit","Fast Food","Rewards Card","",""
"8/20/2012","Patel Brothers","PATEL BROTHERS OF PARSIPPANY NJ","29.57","debit","Groceries","Rewards Card","",""
"8/20/2012","Wal-Mart","WAL-MART#3598","40.41","debit","Shopping","Rewards Card","",""
"8/20/2012","Njmvc Randolph Rand","NJMVC RANDOLPH RAND","11.00","debit","Legal","Rewards Card","",""
"8/20/2012","Patel Brothers","PATEL BROTHERS OF","29.57","debit","Groceries","Rewards Card","",""
"8/20/2012","Subway","SUBWAY 00314377","9.90","debit","Fast Food","Rewards Card","",""
"8/18/2012","Patel Brothers","PATEL BROTHERS OF PARSIPPANY NJ","23.96","debit","Groceries","Rewards Card","",""
"8/18/2012","Patel Brothers","PATEL BROTHERS OF","23.96","debit","Groceries","Rewards Card","",""
"8/17/2012","Amazon.com","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","31.61","debit","Books","Rewards Card","","Java Complete Reference 8th Edition"
"8/17/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","10.50","debit","Restaurants","Rewards Card","",""
"8/17/2012","Cablevision","CABLEVISION #7876 973-398-5757 NJ","40.58","debit","Internet","Rewards Card","",""
"8/17/2012","Verizon Wireless","Verizon Wireless Bill Payment","93.58","debit","Bills & Utilities","Kalpan Checking","",""
"8/17/2012","Barclays Bank Bill","Barclays Bank Delaware Bill Payment","191.19","debit","Credit Card Payment","Kalpan Checking","",""
"8/16/2012","Qdoba Mexican Grill","QDOBA #126 06801260 DENVILLE NJ","9.38","debit","Fast Food","Rewards Card","",""
"8/16/2012","BOFA Checking","PAYMENT","1715.23","credit","Transfer","Rewards Card","",""
"8/16/2012","BOFA Savings","Online Banking transfer from SAV 2431 Confirmation# 0611937081","1000.00","credit","Transfer","Kalpan Checking","",""
"8/16/2012","BOFA CreditCard","Bank of America Credit Card Bill Payment","1715.23","debit","Transfer","Kalpan Checking","",""
"8/16/2012","BOFA Checking","Online Banking transfer to CHK 7360 Confirmation# 0611937081","1000.00","debit","Transfer","Kalpan Savings","",""
"8/15/2012","Fedexoffice","FEDEXOFFICE 00008649 MORRIS PLAINSNJ","8.49","debit","Printing","Rewards Card","",""
"8/15/2012","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:661025592188CTS INDN:BHATT,KALPAN...","2192.53","credit","Paycheck","Kalpan Checking","",""
"8/14/2012","Journal","PATHTVM JOURNAL SQUARE 718-330-1234 NY","10.00","debit","Business Services","Rewards Card","",""
"8/14/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","9.50","debit","Restaurants","Rewards Card","",""
"8/14/2012","Intervale Gardens Rent","Check 101","1020.00","debit","Mortgage & Rent","Kalpan Checking","",""
"8/13/2012","Khasiyat","KHASIYAT ISELIN NJ","20.46","debit","Restaurants","Rewards Card","",""
"8/13/2012","Chorebazaar","CHOREBAZAAR JERSEY CITY NJ","14.00","debit","Restaurants","Rewards Card","",""
"8/13/2012","Metropark","METROPARK FUEL LLC ISELIN NJ","35.68","debit","Clothing","Rewards Card","",""
"8/13/2012","Sunoco","SUNOCO 0327962700 SOUTH AMBOY NJ","30.50","debit","Gas & Fuel","Rewards Card","",""
"8/13/2012","ATM Withdrawal","BKOFAMERICA ATM 08/11 #000008068 WITHDRWL CHELSEA ATLANTIC CITY NJ","160.00","debit","Transfer for Cash Spending","Kalpan Checking","",""
"8/13/2012","Atlantic City","BKOFAMERICA ATM 08/11 #000008068 WITHDRWL CHELSEA ATLANTIC CITY NJ","40.00","debit","Vacation","Kalpan Checking","",""
"8/13/2012","Stop Refund Fdes","STOP PAYMENT REFUND FDES NNF 0003134 NBK9DQL","970.00","credit","Income","Kalpan Savings","",""
"8/10/2012","iTunes","APL*APPLE ITUNES STORE 866-712-7753 CA","1.06","debit","Hobbies","Rewards Card","","MotionX GPS app"
"8/09/2012","Laf","LAF-PARSIPPANY IRVINE CA","150.00","debit","Gym","Rewards Card","",""
"8/09/2012","Delta","DELTA OF PARSIPPANY PARSIPPANY NJ","38.57","debit","Gas & Fuel","Rewards Card","",""
"8/09/2012","General Nutrition Centers","GNC #08558 PARSIPPANY NJ","31.03","debit","Groceries","Rewards Card","",""
"8/09/2012","Order","CHECK ORDER00035 DES:FEE ID:U030601765 INDN:KALPAN K BHATT CO ID:0000000035...","27.00","debit","Movies & DVDs","Kalpan Checking","",""
"8/08/2012","Dial91","DIAL91.COM 800-2199545 FL","10.50","debit","Home Phone","Rewards Card","",""
"8/08/2012","Shop Rite","SHOPRITE PARSIPPANY S1 PARSIPPANY NJ","3.09","debit","Groceries","Rewards Card","",""
"8/07/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","7.00","debit","Restaurants","Rewards Card","",""
"8/06/2012","Patel Brothers","PATEL BROTHERS OF PARSIPPANY NJ","23.78","debit","Groceries","Rewards Card","",""
"8/04/2012","Toyota","TOYOTA OF MORRISTOWN MORRISTOWN NJ","500.00","debit","Auto Payment","Rewards Card","","Down payment - first part"
"8/04/2012","Laf","LAF-PARSIPPANY IRVINE CA","245.01","debit","Gym","Rewards Card","",""
"8/04/2012","Toyota","TOYOTA DES:Pay TFS ID:02-0562-LZ407 INDN:02-0562-LZ407 CO ID:9200602025...","186.00","debit","Auto Payment","Kalpan Checking","","First installment of lease payment
Paid 1 month in advance"
"8/03/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","9.50","debit","Restaurants","Rewards Card","",""
"8/03/2012","Subway","SUBWAY 00258277 PARSIPPANY NJ","8.29","debit","Fast Food","Rewards Card","",""
"8/02/2012","Enterprise Rent-A-Car","ENTERPRISE RENT-A-CAR MORRISTOWN NJ","351.12","debit","Rental Car & Taxi","Rewards Card","",""
"8/02/2012","Qdoba Mexican Grill","QDOBA #126 06801260 DENVILLE NJ","7.36","debit","Fast Food","Rewards Card","",""
"8/02/2012","Toyota","CHECKCARD 0731 TOYOTA OF MORRISTOWN MORRISTOWN NJ 24401212214900013163083","4300.00","debit","Auto Payment","Kalpan Checking","","Down payment - Second/last part"
"8/01/2012","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","7.00","debit","Restaurants","Rewards Card","",""
"8/01/2012","Check","Check","975.00","debit","Savings transfer","Kalpan Checking","",""
"7/31/2012","Harvard Continuing Edu","HARVARD CONTINUING EDU 617-4954293 MA","50.00","debit","Tuition","Rewards Card","Harvard Fees",""
"7/31/2012","Geico","GEICO 800-841-3000 DC","833.10","debit","Auto Insurance","Rewards Card","",""
"7/31/2012","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:762022988314CTS INDN:BHATT,KALPAN...","2029.91","credit","Paycheck","Kalpan Checking","",""
"7/30/2012","Wal-Mart","WAL-MART#5077 BOONTON NJ","214.28","debit","Shopping","Rewards Card","",""
